Year,Price Date,Hour Ending,Peak,Hourly TDMP MID-C,ICE MID-C,PowerDex Mid-C
2025,08/21/2025,18,Peak,95,66.46,81.67
2025,08/21/2025,19,Peak,95,66.46,95.65
2025,08/21/2025,20,Peak,92,66.46,84.11
2025,08/21/2025,21,Peak,78,66.46,69.1
2025,08/21/2025,22,Peak,75,66.46,76.57
2025,08/22/2025,7,Peak,47,76.81,51.05
2025,08/22/2025,8,Peak,47,76.81,53.39
2025,08/22/2025,9,Peak,50,76.81,47.89
2025,08/22/2025,10,Peak,50,76.81,48.21
2025,08/22/2025,11,Peak,50,76.81,47.07
2025,08/22/2025,12,Peak,55,76.81,46.73
2025,08/22/2025,13,Peak,55,76.81,48.75
2025,08/22/2025,14,Peak,55,76.81,49.18
2025,08/22/2025,15,Peak,55,76.81,53.12
2025,08/22/2025,16,Peak,60,76.81,57.85
2025,08/22/2025,17,Peak,70,76.81,62.16
2025,08/22/2025,18,Peak,80,76.81,75.81
2025,08/22/2025,19,Peak,90,76.81,86.26
2025,08/22/2025,20,Peak,95,76.81,89.1
2025,08/22/2025,21,Peak,50,76.81,87.18
2025,08/22/2025,22,Peak,50,76.81,78.4
2025,08/23/2025,7,Peak,40,76.81,47.56
2025,08/23/2025,8,Peak,40,76.81,48.69
2025,08/23/2025,9,Peak,45,76.81,40.58
2025,08/23/2025,10,Peak,45,76.81,46.4
2025,08/23/2025,11,Peak,50,76.81,47.44
2025,08/23/2025,12,Peak,60,76.81,48.63
2025,08/23/2025,13,Peak,65,76.81,49.16
2025,08/23/2025,14,Peak,65,76.81,52.97
2025,08/23/2025,15,Peak,65,76.81,63.78
2025,08/23/2025,16,Peak,65,76.81,71.56
2025,08/23/2025,17,Peak,80,76.81,78.06
2025,08/23/2025,18,Peak,100,76.81,79.92
2025,08/23/2025,19,Peak,100,76.81,82.44
2025,08/23/2025,20,Peak,100,76.81,99.34
2025,08/23/2025,21,Peak,80,76.81,75.98
2025,08/23/2025,22,Peak,60,76.81,72.71
2025,08/24/2025,7,Peak,35,90.07,37.65
2025,08/24/2025,8,Peak,33,90.07,35.87
2025,08/24/2025,9,Peak,35,90.07,35.31
2025,08/24/2025,10,Peak,40,90.07,34.7
2025,08/24/2025,11,Peak,40,90.07,36.44
2025,08/24/2025,12,Peak,40,90.07,39.51
2025,08/24/2025,13,Peak,43,90.07,39.34
2025,08/24/2025,14,Peak,43,90.07,40.33
2025,08/24/2025,15,Peak,43,90.07,43.45
2025,08/24/2025,16,Peak,43,90.07,46.19
2025,08/24/2025,17,Peak,60,90.07,66.46
2025,08/24/2025,18,Peak,75,90.07,69.8
2025,08/24/2025,19,Peak,80,90.07,78.29
2025,08/24/2025,20,Peak,80,90.07,77.77
2025,08/24/2025,21,Peak,55,90.07,68.39
2025,08/24/2025,22,Peak,50,90.07,64.2
2025,08/25/2025,7,Peak,45,117.65,43.85
2025,08/25/2025,8,Peak,45,117.65,44.57
2025,08/25/2025,9,Peak,50,117.65,47.63
2025,08/25/2025,10,Peak,50,117.65,49.48
2025,08/25/2025,11,Peak,55,117.65,53.16
2025,08/25/2025,12,Peak,55,117.65,53.45
2025,08/25/2025,13,Peak,55,117.65,55.1
2025,08/25/2025,14,Peak,55,117.65,57.85
2025,08/25/2025,15,Peak,60,117.65,59.83
2025,08/25/2025,16,Peak,75,117.65,68.64
2025,08/25/2025,17,Peak,75,117.65,81.37
2025,08/25/2025,18,Peak,75,117.65,83.05
2025,08/25/2025,19,Peak,68,117.65,79.56
2025,08/25/2025,20,Peak,80,117.65,79.8
2025,08/25/2025,21,Peak,75,117.65,74.96
2025,08/25/2025,22,Peak,68,117.65,69.01
2025,08/26/2025,7,Peak,55,79.48,50.09
2025,08/26/2025,8,Peak,48,79.48,46.86
2025,08/26/2025,9,Peak,43,79.48,47.7
2025,08/26/2025,10,Peak,45,79.48,48.98
2025,08/26/2025,11,Peak,47,79.48,48.27
2025,08/26/2025,12,Peak,47,79.48,47.83
2025,08/26/2025,13,Peak,47,79.48,47.44
2025,08/26/2025,14,Peak,50,79.48,50.53
2025,08/26/2025,15,Peak,52,79.48,54.07
2025,08/26/2025,16,Peak,65,79.48,56.6
2025,08/26/2025,17,Peak,70,79.48,68.48
2025,08/26/2025,18,Peak,80,79.48,72.79
2025,08/26/2025,19,Peak,78,79.48,70
2025,08/26/2025,20,Peak,80,79.48,70
2025,08/26/2025,21,Peak,62,79.48,69.21
2025,08/26/2025,22,Peak,55,79.48,53.24
2025,08/27/2025,7,Peak,42,48.27,41.32
2025,08/27/2025,8,Peak,42,48.27,41.7
2025,08/27/2025,9,Peak,40,48.27,41.42
2025,08/27/2025,10,Peak,40,48.27,40.47
2025,08/27/2025,11,Peak,40,48.27,40.1
2025,08/27/2025,12,Peak,40,48.27,40.16
2025,08/27/2025,13,Peak,40,48.27,41.34
2025,08/27/2025,14,Peak,40,48.27,39.75
2025,08/27/2025,15,Peak,40,48.27,40
2025,08/27/2025,16,Peak,50,48.27,43.11
2025,08/27/2025,17,Peak,50,48.27,48.72
2025,08/27/2025,18,Peak,50,48.27,52.21
2025,08/27/2025,19,Peak,50,48.27,53.14
2025,08/27/2025,20,Peak,50,48.27,53.05
2025,08/27/2025,21,Peak,49,48.27,46.06
2025,08/27/2025,22,Peak,45,48.27,44.61
2025,08/28/2025,7,Peak,40,51.19,38.21
2025,08/28/2025,8,Peak,35,51.19,35
2025,08/28/2025,9,Peak,35,51.19,33.39
2025,08/28/2025,10,Peak,35,51.19,34.14
2025,08/28/2025,11,Peak,35,51.19,35.48
2025,08/28/2025,12,Peak,40,51.19,38.24
2025,08/28/2025,13,Peak,40,51.19,38.42
2025,08/28/2025,14,Peak,45,51.19,42.53
2025,08/28/2025,15,Peak,45,51.19,44.53
2025,08/28/2025,16,Peak,50,51.19,44.64
2025,08/28/2025,17,Peak,60,51.19,45
2025,08/28/2025,18,Peak,65,51.19,45
2025,08/28/2025,19,Peak,70,51.19,45
2025,08/28/2025,20,Peak,70,51.19,65
2025,08/28/2025,21,Peak,55,51.19,51.61
2025,08/28/2025,22,Peak,50,51.19,47.05
2025,08/29/2025,7,Peak,45,51.19,45.98
2025,08/29/2025,8,Peak,45,51.19,48.44
2025,08/29/2025,9,Peak,43,51.19,43.9
2025,08/29/2025,10,Peak,45,51.19,44.57
2025,08/29/2025,11,Peak,45,51.19,44.23
2025,08/29/2025,12,Peak,45,51.19,44.43
2025,08/29/2025,13,Peak,45,51.19,44.39
2025,08/29/2025,14,Peak,45,51.19,44.65
2025,08/29/2025,15,Peak,45,51.19,43.88
2025,08/29/2025,16,Peak,45,51.19,44.57
2025,08/29/2025,17,Peak,50,51.19,50.83
2025,08/29/2025,18,Peak,55,51.19,54.19
2025,08/29/2025,19,Peak,55,51.19,59.03
2025,08/29/2025,20,Peak,55,51.19,57.52
2025,08/29/2025,21,Peak,40,51.19,38.75
2025,08/29/2025,22,Peak,35,51.19,35.36
2025,08/30/2025,7,Peak,33,43.85,34.49
2025,08/30/2025,8,Peak,32,43.85,31.45
2025,08/30/2025,9,Peak,30,43.85,30
2025,08/30/2025,10,Peak,30,43.85,30
2025,08/30/2025,11,Peak,32,43.85,27.96
2025,08/30/2025,12,Peak,32,43.85,32.34
2025,08/30/2025,13,Peak,35,43.85,32.39
2025,08/30/2025,14,Peak,35,43.85,30.31
2025,08/30/2025,15,Peak,35,43.85,34.25
2025,08/30/2025,16,Peak,38,43.85,36.02
2025,08/30/2025,17,Peak,40,43.85,40.07
2025,08/30/2025,18,Peak,50,43.85,44.32
2025,08/30/2025,19,Peak,50,43.85,45.18
2025,08/30/2025,20,Peak,50,43.85,42.9
2025,08/30/2025,21,Peak,37,43.85,39.38
2025,08/30/2025,22,Peak,35,43.85,38.65
2025,08/31/2025,7,Peak,33,33.15,33.31
2025,08/31/2025,8,Peak,33,33.15,31.72
2025,08/31/2025,9,Peak,35,33.15,31.02
2025,08/31/2025,10,Peak,35,33.15,32
2025,08/31/2025,11,Peak,35,33.15,32.16
2025,08/31/2025,12,Peak,35,33.15,34.1
2025,08/31/2025,13,Peak,35,33.15,31.29
2025,08/31/2025,14,Peak,35,33.15,31.41
2025,08/31/2025,15,Peak,38,33.15,32.57
2025,08/31/2025,16,Peak,40,33.15,36.09
2025,08/31/2025,17,Peak,40,33.15,38.75
2025,08/31/2025,18,Peak,42,33.15,43.5
2025,08/31/2025,19,Peak,42,33.15,44.44
2025,08/31/2025,20,Peak,42,33.15,42.38
2025,08/31/2025,21,Peak,35,33.15,38.46
2025,08/31/2025,22,Peak,33,33.15,35.19
